,sales,date,region
2647,1575.0,2018-05-11,west
2648,668.75,2018-05-11,north
2649,745.0,2018-05-11,south
2650,655.0,2018-05-11,east
2651,663.75,2018-05-11,west
2652,2749.4900000000002,2018-05-11,north
2653,2684.62,2018-05-11,south
2654,2784.42,2018-05-11,east
2655,2944.1,2018-05-11,west
2656,1106.44,2018-05-11,north
2657,1118.3799999999999,2018-05-11,south
2658,1184.05,2018-05-11,east
2659,1030.82,2018-05-11,west
2660,1743.0,2018-05-12,north
2661,1533.0,2018-05-12,south
2662,1521.0,2018-05-12,east
2663,1578.0,2018-05-12,west
2664,5844.150000000001,2018-05-12,north
2665,5434.56,2018-05-12,south
2666,5834.16,2018-05-12,east
2667,5774.22,2018-05-12,west
2668,1267.5,2018-05-12,north
2669,1367.5,2018-05-12,south
2670,1420.0,2018-05-12,east
2671,1497.5,2018-05-12,west
2672,1776.0,2018-05-12,north
2673,1548.0,2018-05-12,south
2674,1647.0,2018-05-12,east
2675,1749.0,2018-05-12,west
2676,701.25,2018-05-12,north
2677,732.5,2018-05-12,south
2678,705.0,2018-05-12,east
2679,638.75,2018-05-12,west
2680,2914.1600000000003,2018-05-12,north
2681,2674.6400000000003,2018-05-12,south
2682,2604.78,2018-05-12,east
2683,2939.11,2018-05-12,west
2684,1126.34,2018-05-12,north
2685,996.99,2018-05-12,south
2686,1046.74,2018-05-12,east
2687,996.99,2018-05-12,west
2688,1545.0,2018-05-13,north
2689,1713.0,2018-05-13,south
2690,1665.0,2018-05-13,east
2691,1644.0,2018-05-13,west
2692,5944.05,2018-05-13,north
2693,5824.17,2018-05-13,south
2694,5284.71,2018-05-13,east
2695,5654.34,2018-05-13,west
2696,1435.0,2018-05-13,north
2697,1305.0,2018-05-13,south
2698,1372.5,2018-05-13,east
2699,1450.0,2018-05-13,west
2700,1548.0,2018-05-13,north
2701,1560.0,2018-05-13,south
2702,1692.0,2018-05-13,east
2703,1620.0,2018-05-13,west
2704,625.0,2018-05-13,north
2705,643.75,2018-05-13,south
2706,706.25,2018-05-13,east
2707,625.0,2018-05-13,west
2708,2829.33,2018-05-13,north
2709,2499.9900000000002,2018-05-13,south
2710,2939.11,2018-05-13,east
2711,2894.2000000000003,2018-05-13,west
2712,1108.43,2018-05-13,north
2713,998.98,2018-05-13,south
2714,1182.06,2018-05-13,east
2715,1056.69,2018-05-13,west
2716,1776.0,2018-05-14,north
2717,1560.0,2018-05-14,south
2718,1644.0,2018-05-14,east
2719,1503.0,2018-05-14,west
2720,5374.62,2018-05-14,north
2721,5334.66,2018-05-14,south
2722,5244.75,2018-05-14,east
2723,5044.95,2018-05-14,west
2724,1422.5,2018-05-14,north
2725,1272.5,2018-05-14,south
2726,1375.0,2018-05-14,east
2727,1410.0,2018-05-14,west
2728,1755.0,2018-05-14,north
2729,1533.0,2018-05-14,south
2730,1740.0,2018-05-14,east
2731,1668.0,2018-05-14,west
2732,727.5,2018-05-14,north
2733,656.25,2018-05-14,south
2734,703.75,2018-05-14,east
2735,648.75,2018-05-14,west
2736,2934.1200000000003,2018-05-14,north
2737,2769.4500000000003,2018-05-14,south
2738,2509.9700000000003,2018-05-14,east
2739,2859.27,2018-05-14,west
2740,1134.3,2018-05-14,north
2741,1016.89,2018-05-14,south
2742,1142.26,2018-05-14,east
2743,1116.39,2018-05-14,west
2744,1800.0,2018-05-15,north
2745,1758.0,2018-05-15,south
2746,1701.0,2018-05-15,east
2747,1671.0,2018-05-15,west
2748,5654.34,2018-05-15,north
2749,5024.97,2018-05-15,south
2750,5614.38,2018-05-15,east
2751,5434.56,2018-05-15,west
2752,1260.0,2018-05-15,north
2753,1457.5,2018-05-15,south
2754,1310.0,2018-05-15,east
2755,1290.0,2018-05-15,west
2756,1770.0,2018-05-15,north
2757,1626.0,2018-05-15,south
2758,1695.0,2018-05-15,east
2759,1599.0,2018-05-15,west
2760,701.25,2018-05-15,north
2761,721.25,2018-05-15,south
2762,695.0,2018-05-15,east
2763,730.0,2018-05-15,west
2764,2589.81,2018-05-15,north
2765,2964.06,2018-05-15,south
2766,2614.76,2018-05-15,east
2767,2889.21,2018-05-15,west
2768,1042.76,2018-05-15,north
2769,1002.96,2018-05-15,south
2770,1034.8,2018-05-15,east
2771,1106.44,2018-05-15,west
2772,1593.0,2018-05-16,north
2773,1617.0,2018-05-16,south
2774,1626.0,2018-05-16,east
2775,1629.0,2018-05-16,west
2776,5644.35,2018-05-16,north
2777,5824.17,2018-05-16,south
2778,5224.77,2018-05-16,east
2779,5184.81,2018-05-16,west
2780,1397.5,2018-05-16,north
2781,1285.0,2018-05-16,south
2782,1495.0,2018-05-16,east
2783,1370.0,2018-05-16,west
2784,1731.0,2018-05-16,north
2785,1755.0,2018-05-16,south
2786,1722.0,2018-05-16,east
2787,1677.0,2018-05-16,west
2788,725.0,2018-05-16,north
2789,715.0,2018-05-16,south
2790,640.0,2018-05-16,east
2791,687.5,2018-05-16,west
2792,2809.3700000000003,2018-05-16,north
2793,2864.26,2018-05-16,south
2794,2809.3700000000003,2018-05-16,east
2795,2684.62,2018-05-16,west
2796,1032.81,2018-05-16,north
2797,1110.42,2018-05-16,south
2798,1050.72,2018-05-16,east
2799,1014.9,2018-05-16,west
2800,1728.0,2018-05-17,north
2801,1506.0,2018-05-17,south
2802,1590.0,2018-05-17,east
2803,1626.0,2018-05-17,west
2804,5834.16,2018-05-17,north
2805,5474.52,2018-05-17,south
2806,5234.76,2018-05-17,east
2807,5374.62,2018-05-17,west
2808,1472.5,2018-05-17,north
2809,1492.5,2018-05-17,south
2810,1470.0,2018-05-17,east
2811,1447.5,2018-05-17,west
2812,1650.0,2018-05-17,north
2813,1788.0,2018-05-17,south
2814,1782.0,2018-05-17,east
2815,1716.0,2018-05-17,west
2816,736.25,2018-05-17,north
2817,625.0,2018-05-17,south
2818,648.75,2018-05-17,east
2819,666.25,2018-05-17,west
2820,2679.63,2018-05-17,north
2821,2794.4,2018-05-17,south
2822,2979.03,2018-05-17,east
2823,2604.78,2018-05-17,west
2824,1032.81,2018-05-17,north
2825,1062.66,2018-05-17,south
2826,1124.35,2018-05-17,east
2827,1032.81,2018-05-17,west
2828,1782.0,2018-05-18,north
2829,1572.0,2018-05-18,south
2830,1539.0,2018-05-18,east
2831,1509.0,2018-05-18,west
2832,5504.49,2018-05-18,north
2833,5174.82,2018-05-18,south
2834,5084.91,2018-05-18,east
2835,5914.08,2018-05-18,west
2836,1302.5,2018-05-18,north
2837,1332.5,2018-05-18,south
2838,1392.5,2018-05-18,east
2839,1410.0,2018-05-18,west
2840,1728.0,2018-05-18,north
2841,1584.0,2018-05-18,south
2842,1545.0,2018-05-18,east
2843,1734.0,2018-05-18,west
2844,661.25,2018-05-18,north
2845,625.0,2018-05-18,south
2846,712.5,2018-05-18,east
2847,717.5,2018-05-18,west
2848,2639.71,2018-05-18,north
2849,2769.4500000000003,2018-05-18,south
2850,2584.82,2018-05-18,east
2851,2674.6400000000003,2018-05-18,west
2852,1054.7,2018-05-18,north
2853,1114.4,2018-05-18,south
2854,1008.93,2018-05-18,east
2855,1156.19,2018-05-18,west
2856,1788.0,2018-05-19,north
2857,1713.0,2018-05-19,south
2858,1626.0,2018-05-19,east
2859,1629.0,2018-05-19,west
2860,5244.75,2018-05-19,north
2861,5874.12,2018-05-19,south
2862,5564.43,2018-05-19,east
2863,5024.97,2018-05-19,west
2864,1422.5,2018-05-19,north
2865,1425.0,2018-05-19,south
2866,1360.0,2018-05-19,east
2867,1325.0,2018-05-19,west
2868,1701.0,2018-05-19,north
2869,1737.0,2018-05-19,south
2870,1515.0,2018-05-19,east
2871,1620.0,2018-05-19,west
2872,672.5,2018-05-19,north
2873,713.75,2018-05-19,south
2874,696.25,2018-05-19,east
2875,675.0,2018-05-19,west
2876,2819.35,2018-05-19,north
2877,2829.33,2018-05-19,south
2878,2944.1,2018-05-19,east
2879,2659.67,2018-05-19,west
2880,1000.97,2018-05-19,north
2881,1136.29,2018-05-19,south
2882,1180.07,2018-05-19,east
2883,1154.2,2018-05-19,west
2884,1548.0,2018-05-20,north
2885,1716.0,2018-05-20,south
2886,1752.0,2018-05-20,east
2887,1638.0,2018-05-20,west
2888,5694.3,2018-05-20,north
2889,5224.77,2018-05-20,south
2890,5464.53,2018-05-20,east
2891,5754.24,2018-05-20,west
2892,1495.0,2018-05-20,north
2893,1400.0,2018-05-20,south
2894,1307.5,2018-05-20,east
2895,1312.5,2018-05-20,west
2896,1614.0,2018-05-20,north
2897,1653.0,2018-05-20,south
2898,1794.0,2018-05-20,east
2899,1521.0,2018-05-20,west
2900,713.75,2018-05-20,north
2901,666.25,2018-05-20,south
2902,703.75,2018-05-20,east
2903,651.25,2018-05-20,west
2904,2974.04,2018-05-20,north
2905,2789.4100000000003,2018-05-20,south
2906,2839.31,2018-05-20,east
2907,2774.44,2018-05-20,west
2908,1108.43,2018-05-20,north
2909,995.0,2018-05-20,south
2910,1002.96,2018-05-20,east
2911,1122.36,2018-05-20,west
2912,1575.0,2018-05-21,north
2913,1671.0,2018-05-21,south
2914,1626.0,2018-05-21,east
2915,1572.0,2018-05-21,west
2916,5124.87,2018-05-21,north
2917,5434.56,2018-05-21,south
2918,5484.51,2018-05-21,east
2919,5744.25,2018-05-21,west
2920,1315.0,2018-05-21,north
2921,1452.5,2018-05-21,south
2922,1302.5,2018-05-21,east
2923,1327.5,2018-05-21,west
2924,1566.0,2018-05-21,north
2925,1509.0,2018-05-21,south
2926,1575.0,2018-05-21,east
2927,1635.0,2018-05-21,west
2928,647.5,2018-05-21,north
2929,675.0,2018-05-21,south
2930,627.5,2018-05-21,east
2931,641.25,2018-05-21,west
2932,2974.04,2018-05-21,north
2933,2524.94,2018-05-21,south
2934,2949.09,2018-05-21,east
2935,2954.08,2018-05-21,west
2936,1182.06,2018-05-21,north
2937,1028.83,2018-05-21,south
2938,1094.5,2018-05-21,east
2939,1120.37,2018-05-21,west
2940,1572.0,2018-05-22,north
2941,1569.0,2018-05-22,south
2942,1581.0,2018-05-22,east
2943,1521.0,2018-05-22,west
2944,5644.35,2018-05-22,north
2945,5524.47,2018-05-22,south
2946,5364.63,2018-05-22,east
2947,5744.25,2018-05-22,west
2948,1375.0,2018-05-22,north
2949,1410.0,2018-05-22,south
2950,1332.5,2018-05-22,east
2951,1472.5,2018-05-22,west
2952,1578.0,2018-05-22,north
2953,1518.0,2018-05-22,south
2954,1560.0,2018-05-22,east
2955,1524.0,2018-05-22,west
2956,660.0,2018-05-22,north
2957,680.0,2018-05-22,south
2958,700.0,2018-05-22,east
2959,750.0,2018-05-22,west
2960,2964.06,2018-05-22,north
2961,2854.28,2018-05-22,south
2962,2709.57,2018-05-22,east
2963,2634.7200000000003,2018-05-22,west
2964,1106.44,2018-05-22,north
2965,1164.15,2018-05-22,south
2966,1124.35,2018-05-22,east
2967,1180.07,2018-05-22,west
2968,1641.0,2018-05-23,north
2969,1692.0,2018-05-23,south
2970,1713.0,2018-05-23,east
2971,1563.0,2018-05-23,west
2972,5614.38,2018-05-23,north
2973,5314.68,2018-05-23,south
2974,5004.99,2018-05-23,east
2975,5994.0,2018-05-23,west
2976,1490.0,2018-05-23,north
2977,1485.0,2018-05-23,south
2978,1435.0,2018-05-23,east
2979,1450.0,2018-05-23,west
2980,1692.0,2018-05-23,north
2981,1512.0,2018-05-23,south
2982,1755.0,2018-05-23,east
2983,1620.0,2018-05-23,west
2984,655.0,2018-05-23,north
2985,678.75,2018-05-23,south
2986,743.75,2018-05-23,east
2987,726.25,2018-05-23,west
2988,2714.56,2018-05-23,north
2989,2654.6800000000003,2018-05-23,south
2990,2994.0,2018-05-23,east
2991,2879.23,2018-05-23,west
2992,1056.69,2018-05-23,north
2993,1008.93,2018-05-23,south
2994,1148.23,2018-05-23,east
2995,1014.9,2018-05-23,west
2996,1524.0,2018-05-24,north
2997,1533.0,2018-05-24,south
2998,1695.0,2018-05-24,east
2999,1533.0,2018-05-24,west
3000,5564.43,2018-05-24,north
3001,5474.52,2018-05-24,south
3002,5014.9800000000005,2018-05-24,east
3003,5854.14,2018-05-24,west
3004,1400.0,2018-05-24,north
3005,1280.0,2018-05-24,south
3006,1357.5,2018-05-24,east
3007,1420.0,2018-05-24,west
3008,1641.0,2018-05-24,north
3009,1776.0,2018-05-24,south
3010,1539.0,2018-05-24,east
3011,1707.0,2018-05-24,west
3012,727.5,2018-05-24,north
3013,665.0,2018-05-24,south
3014,733.75,2018-05-24,east
3015,657.5,2018-05-24,west
3016,2584.82,2018-05-24,north
3017,2929.13,2018-05-24,south
3018,2504.98,2018-05-24,east
3019,2974.04,2018-05-24,west
3020,1098.48,2018-05-24,north
3021,1008.93,2018-05-24,south
3022,1116.39,2018-05-24,east
3023,1034.8,2018-05-24,west
3024,1599.0,2018-05-25,north
3025,1665.0,2018-05-25,south
3026,1713.0,2018-05-25,east
3027,1644.0,2018-05-25,west
3028,5784.21,2018-05-25,north
3029,5594.400000000001,2018-05-25,south
3030,5574.42,2018-05-25,east
3031,5064.93,2018-05-25,west
3032,1257.5,2018-05-25,north
3033,1317.5,2018-05-25,south
3034,1297.5,2018-05-25,east
3035,1290.0,2018-05-25,west
3036,1500.0,2018-05-25,north
3037,1776.0,2018-05-25,south
3038,1722.0,2018-05-25,east
3039,1611.0,2018-05-25,west
3040,675.0,2018-05-25,north
3041,702.5,2018-05-25,south
3042,640.0,2018-05-25,east
3043,741.25,2018-05-25,west
3044,2579.83,2018-05-25,north
3045,2939.11,2018-05-25,south
3046,2504.98,2018-05-25,east
3047,2544.9,2018-05-25,west
3048,1132.31,2018-05-25,north
3049,1134.3,2018-05-25,south
3050,1048.73,2018-05-25,east
3051,1180.07,2018-05-25,west
3052,1776.0,2018-05-26,north
3053,1530.0,2018-05-26,south
3054,1650.0,2018-05-26,east
3055,1512.0,2018-05-26,west
3056,5054.9400000000005,2018-05-26,north
3057,5364.63,2018-05-26,south
3058,5244.75,2018-05-26,east
3059,5824.17,2018-05-26,west
3060,1465.0,2018-05-26,north
3061,1402.5,2018-05-26,south
3062,1455.0,2018-05-26,east
3063,1407.5,2018-05-26,west
3064,1665.0,2018-05-26,north
3065,1662.0,2018-05-26,south
3066,1575.0,2018-05-26,east
3067,1689.0,2018-05-26,west
3068,685.0,2018-05-26,north
3069,636.25,2018-05-26,south
3070,635.0,2018-05-26,east
3071,648.75,2018-05-26,west
3072,2604.78,2018-05-26,north
3073,2984.02,2018-05-26,south
3074,2819.35,2018-05-26,east
3075,2554.88,2018-05-26,west
3076,1120.37,2018-05-26,north
3077,1134.3,2018-05-26,south
3078,1018.88,2018-05-26,east
3079,1158.18,2018-05-26,west
3080,1629.0,2018-05-27,north
3081,1707.0,2018-05-27,south
3082,1521.0,2018-05-27,east
3083,1761.0,2018-05-27,west
3084,4995.0,2018-05-27,north
3085,5174.82,2018-05-27,south
3086,5094.900000000001,2018-05-27,east
3087,5954.04,2018-05-27,west
3088,1500.0,2018-05-27,north
3089,1347.5,2018-05-27,south
3090,1337.5,2018-05-27,east
3091,1345.0,2018-05-27,west
3092,1542.0,2018-05-27,north
3093,1770.0,2018-05-27,south
3094,1758.0,2018-05-27,east
3095,1539.0,2018-05-27,west
3096,667.5,2018-05-27,north
3097,640.0,2018-05-27,south
3098,747.5,2018-05-27,east
3099,662.5,2018-05-27,west
3100,2824.34,2018-05-27,north
3101,2495.0,2018-05-27,south
3102,2899.19,2018-05-27,east
3103,2994.0,2018-05-27,west
3104,1194.0,2018-05-27,north
3105,1038.78,2018-05-27,south
3106,1094.5,2018-05-27,east
3107,1078.58,2018-05-27,west
3108,1755.0,2018-05-28,north
3109,1659.0,2018-05-28,south
3110,1800.0,2018-05-28,east
3111,1539.0,2018-05-28,west
3112,5214.78,2018-05-28,north
3113,5004.99,2018-05-28,south
3114,5014.9800000000005,2018-05-28,east
3115,5814.18,2018-05-28,west
3116,1417.5,2018-05-28,north
3117,1362.5,2018-05-28,south
3118,1252.5,2018-05-28,east
3119,1350.0,2018-05-28,west
3120,1773.0,2018-05-28,north
3121,1590.0,2018-05-28,south
3122,1611.0,2018-05-28,east
3123,1590.0,2018-05-28,west
3124,627.5,2018-05-28,north
3125,647.5,2018-05-28,south
3126,721.25,2018-05-28,east
3127,681.25,2018-05-28,west
3128,2809.3700000000003,2018-05-28,north
3129,2519.9500000000003,2018-05-28,south
3130,2964.06,2018-05-28,east
3131,2529.9300000000003,2018-05-28,west
3132,1152.21,2018-05-28,north
3133,1166.14,2018-05-28,south
3134,1026.84,2018-05-28,east
3135,1012.91,2018-05-28,west
3136,1713.0,2018-05-29,north
3137,1752.0,2018-05-29,south
3138,1629.0,2018-05-29,east
3139,1635.0,2018-05-29,west
3140,5584.41,2018-05-29,north
3141,5524.47,2018-05-29,south
3142,5244.75,2018-05-29,east
3143,5894.1,2018-05-29,west
3144,1390.0,2018-05-29,north
3145,1322.5,2018-05-29,south
3146,1420.0,2018-05-29,east
3147,1412.5,2018-05-29,west
3148,1509.0,2018-05-29,north
3149,1788.0,2018-05-29,south
3150,1617.0,2018-05-29,east
3151,1569.0,2018-05-29,west
3152,627.5,2018-05-29,north
3153,722.5,2018-05-29,south
3154,626.25,2018-05-29,east
3155,725.0,2018-05-29,west
3156,2884.2200000000003,2018-05-29,north
3157,2544.9,2018-05-29,south
3158,2914.1600000000003,2018-05-29,east
3159,2649.69,2018-05-29,west
3160,1174.1,2018-05-29,north
3161,1074.6,2018-05-29,south
3162,1104.45,2018-05-29,east
3163,1186.04,2018-05-29,west
3164,1674.0,2018-05-30,north
3165,1701.0,2018-05-30,south
3166,1614.0,2018-05-30,east
3167,1794.0,2018-05-30,west
3168,5674.32,2018-05-30,north
3169,5284.71,2018-05-30,south
3170,5064.93,2018-05-30,east
3171,5824.17,2018-05-30,west
3172,1350.0,2018-05-30,north
3173,1347.5,2018-05-30,south
3174,1365.0,2018-05-30,east
3175,1355.0,2018-05-30,west
3176,1791.0,2018-05-30,north
3177,1578.0,2018-05-30,south
3178,1545.0,2018-05-30,east
3179,1518.0,2018-05-30,west
3180,633.75,2018-05-30,north
3181,656.25,2018-05-30,south
3182,737.5,2018-05-30,east
3183,715.0,2018-05-30,west
3184,2874.2400000000002,2018-05-30,north
3185,2579.83,2018-05-30,south
3186,2934.1200000000003,2018-05-30,east
3187,2884.2200000000003,2018-05-30,west
3188,1034.8,2018-05-30,north
3189,1054.7,2018-05-30,south
3190,1074.6,2018-05-30,east
3191,1088.53,2018-05-30,west
3192,1725.0,2018-05-31,north
3193,1659.0,2018-05-31,south
3194,1536.0,2018-05-31,east
3195,1620.0,2018-05-31,west
3196,5554.4400000000005,2018-05-31,north
3197,5554.4400000000005,2018-05-31,south
3198,5554.4400000000005,2018-05-31,east
3199,5164.83,2018-05-31,west
3200,1437.5,2018-05-31,north
3201,1255.0,2018-05-31,south
3202,1290.0,2018-05-31,east
3203,1370.0,2018-05-31,west
3204,1791.0,2018-05-31,north
3205,1551.0,2018-05-31,south
3206,1632.0,2018-05-31,east
3207,1635.0,2018-05-31,west
3208,675.0,2018-05-31,north
3209,651.25,2018-05-31,south
3210,701.25,2018-05-31,east
3211,648.75,2018-05-31,west
3212,2854.28,2018-05-31,north
3213,2814.36,2018-05-31,south
3214,2899.19,2018-05-31,east
3215,2689.61,2018-05-31,west
3216,1066.64,2018-05-31,north
3217,1098.48,2018-05-31,south
3218,1062.66,2018-05-31,east
3219,1122.36,2018-05-31,west
3220,1794.0,2018-06-01,north
3221,1623.0,2018-06-01,south
3222,1665.0,2018-06-01,east
3223,1671.0,2018-06-01,west
3224,5234.76,2018-06-01,north
3225,5834.16,2018-06-01,south
3226,5594.400000000001,2018-06-01,east
3227,5604.39,2018-06-01,west
3228,1367.5,2018-06-01,north
3229,1490.0,2018-06-01,south
3230,1397.5,2018-06-01,east
3231,1325.0,2018-06-01,west
3232,1782.0,2018-06-01,north
3233,1716.0,2018-06-01,south
3234,1542.0,2018-06-01,east
3235,1719.0,2018-06-01,west
3236,705.0,2018-06-01,north
3237,732.5,2018-06-01,south
3238,672.5,2018-06-01,east
3239,680.0,2018-06-01,west
3240,2849.29,2018-06-01,north
3241,2744.5,2018-06-01,south
3242,2929.13,2018-06-01,east
3243,2799.3900000000003,2018-06-01,west
3244,1152.21,2018-06-01,north
3245,1088.53,2018-06-01,south
3246,1010.92,2018-06-01,east
3247,1122.36,2018-06-01,west
3248,1752.0,2018-06-02,north
3249,1707.0,2018-06-02,south
3250,1797.0,2018-06-02,east
3251,1668.0,2018-06-02,west
3252,5754.24,2018-06-02,north
3253,5214.78,2018-06-02,south
3254,5184.81,2018-06-02,east
3255,5274.72,2018-06-02,west
3256,1307.5,2018-06-02,north
3257,1417.5,2018-06-02,south
3258,1452.5,2018-06-02,east
3259,1255.0,2018-06-02,west
3260,1794.0,2018-06-02,north
3261,1674.0,2018-06-02,south
3262,1776.0,2018-06-02,east
3263,1719.0,2018-06-02,west
3264,671.25,2018-06-02,north
3265,663.75,2018-06-02,south
3266,682.5,2018-06-02,east
3267,641.25,2018-06-02,west
3268,2834.32,2018-06-02,north
3269,2774.44,2018-06-02,south
3270,2549.8900000000003,2018-06-02,east
3271,2824.34,2018-06-02,west
3272,1078.58,2018-06-02,north
3273,1088.53,2018-06-02,south
3274,1188.03,2018-06-02,east
3275,1152.21,2018-06-02,west
3276,1596.0,2018-06-03,north
3277,1503.0,2018-06-03,south
3278,1578.0,2018-06-03,east
3279,1680.0,2018-06-03,west
3280,5554.4400000000005,2018-06-03,north
3281,5344.650000000001,2018-06-03,south
3282,5454.54,2018-06-03,east
3283,5504.49,2018-06-03,west
3284,1472.5,2018-06-03,north
3285,1315.0,2018-06-03,south
3286,1305.0,2018-06-03,east
3287,1337.5,2018-06-03,west
3288,1617.0,2018-06-03,north
3289,1557.0,2018-06-03,south
3290,1587.0,2018-06-03,east
3291,1512.0,2018-06-03,west
3292,638.75,2018-06-03,north
3293,740.0,2018-06-03,south
3294,722.5,2018-06-03,east
3295,720.0,2018-06-03,west
3296,2509.9700000000003,2018-06-03,north
3297,2994.0,2018-06-03,south
3298,2974.04,2018-06-03,east
3299,2949.09,2018-06-03,west
3300,1030.82,2018-06-03,north
3301,1034.8,2018-06-03,south
3302,1142.26,2018-06-03,east
3303,996.99,2018-06-03,west
3304,1608.0,2018-06-04,north
3305,1683.0,2018-06-04,south
3306,1572.0,2018-06-04,east
3307,1656.0,2018-06-04,west
3308,5394.6,2018-06-04,north
3309,5614.38,2018-06-04,south
3310,5094.900000000001,2018-06-04,east
3311,5924.07,2018-06-04,west
3312,1490.0,2018-06-04,north
3313,1390.0,2018-06-04,south
3314,1265.0,2018-06-04,east
3315,1450.0,2018-06-04,west
3316,1587.0,2018-06-04,north
3317,1509.0,2018-06-04,south
3318,1638.0,2018-06-04,east
3319,1536.0,2018-06-04,west
3320,673.75,2018-06-04,north
3321,686.25,2018-06-04,south
3322,688.75,2018-06-04,east
3323,647.5,2018-06-04,west
3324,2774.44,2018-06-04,north
3325,2564.86,2018-06-04,south
3326,2639.71,2018-06-04,east
3327,2719.55,2018-06-04,west
3328,1056.69,2018-06-04,north
3329,1170.12,2018-06-04,south
3330,1156.19,2018-06-04,east
3331,1094.5,2018-06-04,west
3332,1713.0,2018-06-05,north
3333,1698.0,2018-06-05,south
3334,1557.0,2018-06-05,east
3335,1782.0,2018-06-05,west
3336,5004.99,2018-06-05,north
3337,5904.09,2018-06-05,south
3338,5324.67,2018-06-05,east
3339,5534.46,2018-06-05,west
3340,1332.5,2018-06-05,north
3341,1277.5,2018-06-05,south
3342,1322.5,2018-06-05,east
3343,1355.0,2018-06-05,west
3344,1563.0,2018-06-05,north
3345,1725.0,2018-06-05,south
3346,1722.0,2018-06-05,east
3347,1581.0,2018-06-05,west
3348,661.25,2018-06-05,north
3349,727.5,2018-06-05,south
3350,741.25,2018-06-05,east
3351,725.0,2018-06-05,west
3352,2804.38,2018-06-05,north
3353,2609.77,2018-06-05,south
3354,2899.19,2018-06-05,east
3355,2899.19,2018-06-05,west
3356,1076.59,2018-06-05,north
3357,998.98,2018-06-05,south
3358,998.98,2018-06-05,east
3359,1032.81,2018-06-05,west
3360,1695.0,2018-06-06,north
3361,1680.0,2018-06-06,south
3362,1761.0,2018-06-06,east
3363,1659.0,2018-06-06,west
3364,5084.91,2018-06-06,north
3365,5664.33,2018-06-06,south
3366,5814.18,2018-06-06,east
3367,5764.2300000000005,2018-06-06,west
3368,1382.5,2018-06-06,north
3369,1405.0,2018-06-06,south
3370,1447.5,2018-06-06,east
3371,1395.0,2018-06-06,west
3372,1545.0,2018-06-06,north
3373,1629.0,2018-06-06,south
3374,1659.0,2018-06-06,east
3375,1545.0,2018-06-06,west
3376,670.0,2018-06-06,north
3377,722.5,2018-06-06,south
3378,625.0,2018-06-06,east
3379,690.0,2018-06-06,west
3380,2495.0,2018-06-06,north
3381,2959.07,2018-06-06,south
3382,2589.81,2018-06-06,east
3383,2579.83,2018-06-06,west
3384,1050.72,2018-06-06,north
3385,1170.12,2018-06-06,south
3386,1018.88,2018-06-06,east
3387,1162.16,2018-06-06,west
3388,1518.0,2018-06-07,north
3389,1572.0,2018-06-07,south
3390,1785.0,2018-06-07,east
3391,1557.0,2018-06-07,west
3392,5324.67,2018-06-07,north
3393,5144.85,2018-06-07,south
3394,5104.89,2018-06-07,east
3395,5214.78,2018-06-07,west
3396,1302.5,2018-06-07,north
3397,1415.0,2018-06-07,south
3398,1390.0,2018-06-07,east
3399,1262.5,2018-06-07,west
3400,1779.0,2018-06-07,north
3401,1584.0,2018-06-07,south
3402,1566.0,2018-06-07,east
3403,1725.0,2018-06-07,west
3404,660.0,2018-06-07,north
3405,732.5,2018-06-07,south
3406,665.0,2018-06-07,east
3407,640.0,2018-06-07,west
3408,2859.27,2018-06-07,north
3409,2744.5,2018-06-07,south
3410,2954.08,2018-06-07,east
3411,2569.85,2018-06-07,west
3412,1194.0,2018-06-07,north
3413,1046.74,2018-06-07,south
3414,1150.22,2018-06-07,east
3415,1112.41,2018-06-07,west
3416,1719.0,2018-06-08,north
3417,1677.0,2018-06-08,south
3418,1695.0,2018-06-08,east
3419,1602.0,2018-06-08,west
3420,5804.1900000000005,2018-06-08,north
3421,5234.76,2018-06-08,south
3422,5154.84,2018-06-08,east
3423,5924.07,2018-06-08,west
3424,1485.0,2018-06-08,north
3425,1490.0,2018-06-08,south
3426,1330.0,2018-06-08,east
3427,1445.0,2018-06-08,west
3428,1566.0,2018-06-08,north
3429,1506.0,2018-06-08,south
3430,1593.0,2018-06-08,east
3431,1503.0,2018-06-08,west
3432,647.5,2018-06-08,north
3433,648.75,2018-06-08,south
3434,727.5,2018-06-08,east
3435,672.5,2018-06-08,west
3436,2959.07,2018-06-08,north
3437,2784.42,2018-06-08,south
3438,2649.69,2018-06-08,east
3439,2974.04,2018-06-08,west
3440,995.0,2018-06-08,north
3441,1036.79,2018-06-08,south
3442,1024.85,2018-06-08,east
3443,1058.68,2018-06-08,west
3444,1782.0,2018-06-09,north
3445,1773.0,2018-06-09,south
3446,1656.0,2018-06-09,east
3447,1665.0,2018-06-09,west
3448,5584.41,2018-06-09,north
3449,5924.07,2018-06-09,south
3450,4995.0,2018-06-09,east
3451,5314.68,2018-06-09,west
3452,1417.5,2018-06-09,north
3453,1327.5,2018-06-09,south
3454,1305.0,2018-06-09,east
3455,1462.5,2018-06-09,west
3456,1797.0,2018-06-09,north
3457,1635.0,2018-06-09,south
3458,1677.0,2018-06-09,east
3459,1692.0,2018-06-09,west
3460,651.25,2018-06-09,north
3461,628.75,2018-06-09,south
3462,670.0,2018-06-09,east
3463,730.0,2018-06-09,west
3464,2824.34,2018-06-09,north
3465,2929.13,2018-06-09,south
3466,2659.67,2018-06-09,east
3467,2849.29,2018-06-09,west
